date,description,amount,category,subcategory
2025-08-10,GRUBHUB ORDER #4580,27.95,Food & Dining,Meal delivery services
2025-02-12,APARTMENTS.COM RENT,2446.73,Housing & Real Estate,Rent
2024-05-25,HOBBY LOBBY #1506,32.05,Entertainment & Leisure,Hobbies
2025-07-11,UNUM DISABILITY,122.35,Insurance (Non-housing/Non-auto),Disability insurance
2024-02-17,HONDA FINANCIAL,440.2,Transportation & Vehicle,Car payments
2024-10-15,STATE FARM UMBRELLA,19.94,Insurance (Non-housing/Non-auto),Umbrella liability insurance
2024-07-29,CITY WATER UTILITY,116.57,Utilities & Communication,Water/sewer
2024-05-17,HOBBY LOBBY #9769,26.1,Entertainment & Leisure,Hobbies
2024-04-13,NETFLIX.COM,14.33,Utilities & Communication,Cable/streaming services
2025-12-21,SHELL OIL #7414,63.86,Transportation & Vehicle,Gas/fuel
2025-02-01,RED CROSS DONATION,289.8,Gifts & Charity,Charitable donations
2024-03-18,AMEX BILL PAYMENT,727.09,Debts & Loans,Credit card balances
2025-01-16,ACADEMY SPORTS #6867,356.41,Entertainment & Leisure,Recreational equipment
2025-07-30,ROYAL CARIBBEAN CRUISE,2804.81,Travel & Vacations,Cruises
2025-07-20,LENSCRAFTERS #9628,209.75,Healthcare,Dental/vision care
2025-02-02,COSTCO WHOLESALE #7194,24.45,Household,Cleaning supplies
2024-11-27,SOUTHWEST AIRLINES,258.42,Travel & Vacations,Flights
2024-10-16,FIRESTONE COMPLETE AUTO,316.59,Transportation & Vehicle,Vehicle maintenance & repairs
2024-02-17,PRUDENTIAL LIFE INS,132.71,Insurance (Non-housing/Non-auto),Term or whole life insurance
2024-11-13,AT&T MOBILITY,44.83,Utilities & Communication,Cell phone
2025-01-23,HANDYMAN PRO SVC,618.54,Housing & Real Estate,Maintenance & repairs
2024-02-04,ZELLE TRANSFER TO FAMILY,603.21,Family & Dependent Support,Routine family financial assistance.
2024-10-11,PLANET FITNESS #6700,102.5,Entertainment & Leisure,Gym/club memberships
2024-10-28,ST JUDE DONATION,224.38,Gifts & Charity,Charitable donations
2025-07-22,PROGRESSIVE INSURANCE,166.3,Transportation & Vehicle,Auto insurance
2025-11-10,DSW #258,157.06,Personal Care & Apparel,Shoes
2024-06-21,DUNKIN' #1630,7.52,Food & Dining,Coffee shops
2025-02-08,GRUBHUB ORDER #8999,32.09,Food & Dining,Meal delivery services
2024-11-28,AMAZON.COM GIFT,150.84,Gifts & Charity,Holiday/birthday gifts
2024-01-17,KROGER #6216,67.0,Food & Dining,Groceries
2024-12-27,SAFEWAY #7132,15.32,Food & Dining,Groceries
2024-03-12,ROCKET MORTGAGE LLC,1507.66,Housing & Real Estate,Mortgage
2025-07-27,COMMUNITY HOA FEE,196.26,Housing & Real Estate,HOA fees
2025-01-17,SUPERCUTS #4883,72.51,Personal Care & Apparel,Salon/barber visits
2024-11-25,NORDSTROM #6212,209.76,Personal Care & Apparel,Clothing
2025-02-03,SOFI PERSONAL LOAN,205.53,Debts & Loans,Personal installment loans
2024-01-10,GUITAR CENTER #978,174.45,Entertainment & Leisure,Hobbies
2024-03-20,PLANET FITNESS #117,54.15,Entertainment & Leisure,Gym/club memberships
2024-04-12,BRIGHT SMILES DENTAL,170.18,Healthcare,Dental/vision care
2025-08-12,SSA MEDICARE DEDUCT,63.13,,
2025-12-06,UNITED AIRLINES,359.32,Travel & Vacations,Flights
2025-03-29,LOCAL COMMUNITY COLLEGE,252.19,Entertainment & Leisure,Classes
2024-02-08,7-ELEVEN #9506,6.18,Food & Dining,Snacks & Desserts
2024-11-15,GUARDIAN DISABILITY INS,100.12,Insurance (Non-housing/Non-auto),Disability insurance
2024-11-23,PEET'S COFFEE #1538,10.29,Food & Dining,Coffee shops
2025-06-17,SSA MEDICARE DEDUCT,104.37,Healthcare,"Medicare premiums (Parts B, C, D)"
2024-07-27,QUEST DIAGNOSTICS,460.79,Healthcare,Out-of-pocket medical costs
2025-11-02,VERIZON WIRELESS,130.03,Utilities & Communication,Cell phone
2025-10-06,TRUPANION PET INSURANCE,20.47,Pets,Pet insurance
2025-06-02,PETCO BIRD SUPPLIES,27.08,Pets,Bird supplies
2024-07-02,LOCAL PET GROOMER,56.07,Pets,Grooming
2024-11-29,TRAVELERS UMBRELLA,41.82,Insurance (Non-housing/Non-auto),Umbrella liability insurance
2025-01-07,SPECTRUM CABLE TV,58.0,Utilities & Communication,Cable/streaming services
2025-09-25,VITAMIN SHOPPE #3679,67.02,Personal Care & Apparel,Supplements/vitamins
2024-08-27,DICK'S SPORTING GOODS,237.32,Entertainment & Leisure,Recreational equipment
2024-01-08,SPECTRUM INTERNET,66.33,Utilities & Communication,Internet
2024-11-07,ROTO-ROOTER PLUMBING,760.33,Housing & Real Estate,Maintenance & repairs
2024-04-14,TRAVELEX INSURANCE,74.64,Travel & Vacations,Travel insurance
2024-01-13,NORWEGIAN CRUISE LINE,1591.21,Travel & Vacations,Cruises
2025-01-05,ROCKET MORTGAGE LLC,2616.72,Housing & Real Estate,Mortgage
2025-12-21,TARGET #8582,6.46,Household,Misc
2024-05-03,DICK'S SPORTING GOODS,170.74,Entertainment & Leisure,Recreational equipment
2025-10-09,LENDINGCLUB PAYMENT,115.64,Debts & Loans,Personal installment loans
2025-01-26,KROGER #7664,172.73,Food & Dining,Groceries
2024-06-28,AMAZON.COM,5.44,Household,Misc
2024-11-22,CHIPOTLE #5473,23.63,Food & Dining,Fast food
2025-10-02,CHEWY.COM,77.37,Pets,Pet food & supplies
2025-02-04,MASTERCLASS.COM,221.51,Entertainment & Leisure,Classes
2025-12-30,LOCAL PET GROOMER,67.23,Pets,Grooming
2024-03-26,OFFICE DEPOT #7917,117.22,Household,Office Expenses
2025-02-28,AXS TICKET PURCHASE,98.9,Entertainment & Leisure,Event tickets
2024-03-10,CAPITAL ONE PAYMENT,62.29,Debts & Loans,Credit card balances
2025-03-24,RITE AID PHARMACY,101.8,Healthcare,Prescriptions
2025-07-01,KINDERCARE LEARNING CTR,451.1,Family & Dependent Support,Childcare
2025-05-17,FIRESTONE COMPLETE AUTO,591.86,Transportation & Vehicle,Vehicle maintenance & repairs
2025-05-08,UPSTART LOAN PYMT,423.55,Debts & Loans,Personal installment loans
2025-05-16,AETNA SUPPLEMENTAL,354.87,Healthcare,Private supplemental health insurance
2024-08-12,ROCKET MORTGAGE LLC,2301.06,Housing & Real Estate,Mortgage
2024-05-10,GUARDIAN DISABILITY INS,98.58,Insurance (Non-housing/Non-auto),Disability insurance
2024-11-16,REPUBLIC SERVICES,56.48,Utilities & Communication,Trash
2024-03-12,UPSTART LOAN PYMT,407.99,Debts & Loans,Personal installment loans
2025-09-03,GNC #2618,65.72,Personal Care & Apparel,Supplements/vitamins
2025-10-28,CIGNA SUPP HEALTH,256.52,Healthcare,Private supplemental health insurance
2024-02-18,GREYSTAR PROPERTY MGMT,1840.27,Housing & Real Estate,Rent
2024-01-01,ST JUDE DONATION,189.89,Gifts & Charity,Charitable donations
2024-12-22,COUNTY VEHICLE LICENSE,74.58,Transportation & Vehicle,Registration/licensing
2025-08-08,AMAZON.COM BOOKS,50.95,Entertainment & Leisure,Books/Periodicals
2025-11-15,IHERB.COM,10.53,Personal Care & Apparel,Supplements/vitamins
2024-04-26,COMCAST XFINITY,94.07,Utilities & Communication,Internet
2024-05-17,TRUPANION PET INSURANCE,29.64,Pets,Pet insurance
2025-11-07,SOFI PERSONAL LOAN,486.36,Debts & Loans,Personal installment loans
2024-03-21,UBER EATS,16.89,Food & Dining,Meal delivery services
2025-12-11,REI CO-OP #8972,186.28,Entertainment & Leisure,Recreational equipment
2025-09-22,MCDONALD'S #4854,23.91,Food & Dining,Fast food
2024-01-30,WILD BIRD CENTER #9421,46.19,Pets,Bird supplies
2025-12-27,EXPEDIA TOUR PACKAGE,108.56,Travel & Vacations,Tour packages
2025-09-20,AIRBNB PAYMENT,392.96,Travel & Vacations,Lodging
2025-10-07,COSTCO WHOLESALE #6778,28.18,Household,Cleaning supplies
2024-07-25,STAPLES #8199,71.46,Household,Office Expenses
2024-10-19,LOCAL PET GROOMER,81.89,Pets,Grooming
2024-09-26,FOOT LOCKER #3354,119.4,Personal Care & Apparel,Shoes
2024-11-15,MUTUAL OF OMAHA LTC,251.54,Insurance (Non-housing/Non-auto),Long-term care insurance policies
2024-03-01,JIFFY LUBE #8982,891.68,Transportation & Vehicle,Vehicle maintenance & repairs
2024-03-14,MONTESSORI ACADEMY,4274.72,Family & Dependent Support,Child education/tuition
2024-08-06,HANDYMAN PRO SVC,431.41,Housing & Real Estate,Maintenance & repairs
2024-04-11,RED CROSS DONATION,247.83,Gifts & Charity,Charitable donations
2024-11-25,TICKETMASTER EVENT,65.22,Entertainment & Leisure,Event tickets
2025-01-25,COMMUNITY CHURCH GIVING,327.17,Gifts & Charity,Tithing
2025-04-04,ROYAL CARIBBEAN CRUISE,712.73,Travel & Vacations,Cruises
2024-02-27,ALLY AUTO PAYMENT,471.08,Transportation & Vehicle,Car payments
2024-02-05,TARGET #6605,15.04,Gifts & Charity,Holiday/birthday gifts
2024-05-31,TRUPANION PET INSURANCE,17.45,Pets,Pet insurance
2025-07-31,LYFT RIDE,7.78,Transportation & Vehicle,Public transit/ride-sharing
2025-12-21,MICHAELS STORES #3619,49.1,Entertainment & Leisure,Hobbies
2025-12-14,HANDYMAN PRO SVC,333.99,Housing & Real Estate,Maintenance & repairs
2024-06-28,NELNET STUDENT LOAN,284.88,Debts & Loans,Student loans
2025-11-07,USAA UMBRELLA POLICY,49.07,Insurance (Non-housing/Non-auto),Umbrella liability insurance
2024-02-12,T-MOBILE PAYMENT,107.54,Utilities & Communication,Cell phone
2024-06-27,UNITED AIRLINES,626.36,Travel & Vacations,Flights
2025-06-13,WORLD NOMADS INSURANCE,48.55,Travel & Vacations,Travel insurance
2024-02-25,METLIFE DISABILITY,33.77,Insurance (Non-housing/Non-auto),Disability insurance
2025-04-13,USAA HOMEOWNERS,254.29,Housing & Real Estate,Homeowner's Insurance
2024-11-08,ASHLEY FURNITURE,755.96,Household,Furniture
2025-01-03,ASHLEY FURNITURE,596.76,Household,Furniture
2025-01-31,MASSMUTUAL LIFE,38.04,Insurance (Non-housing/Non-auto),Term or whole life insurance
2024-07-03,OLIVE GARDEN #7155,92.29,Food & Dining,Dining out
2025-05-05,GUARDIAN DISABILITY INS,34.68,Insurance (Non-housing/Non-auto),Disability insurance
2024-03-05,ST JUDE DONATION,127.01,Gifts & Charity,Charitable donations
2025-05-23,MARRIOTT HOTELS #9365,143.1,Travel & Vacations,Lodging
2025-01-06,ZILLOW RENTAL PYMT,1267.8,Housing & Real Estate,Rent
2025-11-13,ACE HARDWARE #5020,485.98,Housing & Real Estate,Maintenance & repairs
2025-04-10,CITY WATER UTILITY,136.5,Utilities & Communication,Water/sewer
2024-03-16,HILTON HOTELS #3795,172.95,Travel & Vacations,Lodging
2024-02-23,MEDICARE PREMIUM,179.84,Healthcare,"Medicare premiums (Parts B, C, D)"
2025-08-31,CHASE CARD PAYMENT,132.48,Debts & Loans,Credit card balances
2024-12-21,ST JUDE DONATION,396.4,Gifts & Charity,Charitable donations
2025-05-17,SOUTHWEST AIRLINES,361.06,Travel & Vacations,Flights
2025-12-22,PRUDENTIAL LIFE INS,89.63,Insurance (Non-housing/Non-auto),Term or whole life insurance
2024-01-07,ROCKET MORTGAGE LLC,1645.11,Housing & Real Estate,Mortgage
2025-03-01,SKILLSHARE SUBSCRIPTION,207.9,Entertainment & Leisure,Classes
2025-07-27,USAA UMBRELLA POLICY,15.04,Insurance (Non-housing/Non-auto),Umbrella liability insurance
2024-03-02,DICK'S SPORTING GOODS,256.17,Entertainment & Leisure,Recreational equipment
2025-09-28,AT&T FIBER INTERNET,108.35,Utilities & Communication,Internet
2025-09-02,WESTERN UNION TRANSFER,406.45,Family & Dependent Support,Routine family financial assistance.
2024-07-02,ASPEN DENTAL #4953,144.64,Healthcare,Dental/vision care
2024-09-11,SUPERCUTS #1660,60.45,Personal Care & Apparel,Salon/barber visits
2024-04-10,LYFT RIDE,7.45,Transportation & Vehicle,Public transit/ride-sharing
2024-12-14,MASSMUTUAL LIFE,63.9,Insurance (Non-housing/Non-auto),Term or whole life insurance
2025-04-17,UBER TRIP,43.03,Transportation & Vehicle,Public transit/ride-sharing
2025-10-27,PRIVATE SCHOOL TUITION,2968.9,Family & Dependent Support,Child education/tuition
2024-12-25,CHASE CARD PAYMENT,1043.97,Debts & Loans,Credit card balances
2025-07-18,PEET'S COFFEE #3316,8.72,Food & Dining,Coffee shops
2024-10-27,DUKE ENERGY PAYMT,235.15,Utilities & Communication,Electricity
2024-08-26,WILD BIRD CENTER #3047,62.79,Pets,Bird supplies
2024-03-09,LOCAL VETERINARY CLINIC,663.82,Pets,Vet care
2024-03-28,BRIGHT SMILES DENTAL,476.6,Healthcare,Dental/vision care
2025-03-16,KINDERCARE LEARNING CTR,464.59,Family & Dependent Support,Childcare
2025-05-14,GREAT CLIPS #2240,65.72,Personal Care & Apparel,Salon/barber visits
2025-04-06,TARGET #3270,24.52,Household,Cleaning supplies
2025-11-10,HANDYMAN PRO SVC,583.45,Housing & Real Estate,Maintenance & repairs
2024-02-16,AT&T FIBER INTERNET,88.36,Utilities & Communication,Internet
2024-08-18,PETSMART #9192,114.4,Pets,Pet food & supplies
2024-06-12,CHICK-FIL-A #4167,24.25,,
2025-12-12,LYFT RIDE,16.47,Transportation & Vehicle,Public transit/ride-sharing
2025-06-21,CHASE CARD PAYMENT,646.31,Debts & Loans,Credit card balances
2024-06-13,TRADER JOE'S #4770,32.19,Food & Dining,Groceries
2025-11-09,UNUM DISABILITY,50.7,Insurance (Non-housing/Non-auto),Disability insurance
2025-01-28,HOBBY LOBBY #2336,47.07,Entertainment & Leisure,Hobbies
2025-02-14,VERIZON WIRELESS,89.46,Utilities & Communication,Cell phone
2025-04-19,PETCO GROOMING SALON,92.29,Pets,Grooming
2025-08-08,ETSY.COM ORDER,117.92,Gifts & Charity,Holiday/birthday gifts
2025-03-10,JOHN HANCOCK LTC,114.18,Insurance (Non-housing/Non-auto),Long-term care insurance policies
2025-07-11,CARNIVAL CRUISE LINE,636.96,Travel & Vacations,Cruises
2025-03-22,ASSOCIA HOA DUES,169.97,Housing & Real Estate,HOA fees
2025-04-21,PETCO BIRD SUPPLIES,15.33,Pets,Bird supplies
2025-06-19,ULTA BEAUTY #7020,74.28,Personal Care & Apparel,Cosmetics/personal hygiene products
2024-10-09,MUNICIPAL WATER DEPT,36.66,Utilities & Communication,Water/sewer
2025-11-02,TICKETMASTER EVENT,297.93,Entertainment & Leisure,Event tickets
2024-07-18,SALLIE MAE PAYMENT,435.94,Debts & Loans,Student loans
2024-11-02,CHIPOTLE #6538,24.81,Food & Dining,Fast food
2024-07-22,LOCAL VETERINARY CLINIC,98.09,Pets,Vet care
2024-03-04,ULTA BEAUTY #4205,20.01,Personal Care & Apparel,Cosmetics/personal hygiene products
2025-08-04,AT&T FIBER INTERNET,66.08,Utilities & Communication,Internet
2024-07-11,GREAT CLIPS #4266,79.14,Personal Care & Apparel,Salon/barber visits
2025-02-28,SSA MEDICARE DEDUCT,94.23,Healthcare,"Medicare premiums (Parts B, C, D)"
2024-09-28,HILTON HOTELS #5600,317.78,Travel & Vacations,Lodging
2025-10-12,VIATOR TOURS,433.79,Travel & Vacations,Tour packages
2024-06-10,DUNKIN' #4857,11.02,Food & Dining,Coffee shops
2025-03-22,COMMUNITY HOA FEE,503.89,Housing & Real Estate,HOA fees
2024-08-16,EXXONMOBIL #2186,72.31,Transportation & Vehicle,Gas/fuel
2025-08-23,AMAZON.COM,42.54,Household,Misc
2025-11-27,PLANET FITNESS #9826,56.19,Entertainment & Leisure,Gym/club memberships
2024-06-18,SSA MEDICARE DEDUCT,187.7,Healthcare,"Medicare premiums (Parts B, C, D)"
2025-05-18,BRIGHT HORIZONS DAYCARE,872.16,Family & Dependent Support,Childcare
2025-10-10,METRO TRANSIT FARE,23.97,Transportation & Vehicle,Public transit/ride-sharing
2024-04-30,HEALTHY PAWS INSURANCE,46.32,Pets,Pet insurance
2025-09-01,CVS PHARMACY #2818,144.75,Healthcare,Prescriptions
2025-12-11,CVS PHARMACY #2734,66.07,Healthcare,Prescriptions
2024-12-17,MUTUAL OF OMAHA LTC,72.67,Insurance (Non-housing/Non-auto),Long-term care insurance policies
2025-12-03,MUNICIPAL WATER DEPT,40.93,Utilities & Communication,Water/sewer
2024-04-24,ASSOCIA HOA DUES,402.41,Housing & Real Estate,HOA fees
2025-05-01,TRIPADVISOR EXPERIENCES,235.81,Travel & Vacations,Tour packages
2024-09-23,CMS MEDICARE PART B,89.08,Healthcare,"Medicare premiums (Parts B, C, D)"
2025-01-02,WAYFAIR.COM,1480.09,Household,Furniture
2025-07-07,ALLY AUTO PAYMENT,520.81,Transportation & Vehicle,Car payments
2025-07-17,BRIGHT SMILES DENTAL,198.13,Healthcare,Dental/vision care
2024-06-05,COSTCO WHOLESALE #5108,44.06,Household,Cleaning supplies
2025-07-20,ETSY.COM ORDER,167.13,Gifts & Charity,Holiday/birthday gifts
2024-05-13,UNUM DISABILITY,77.67,Insurance (Non-housing/Non-auto),Disability insurance
2025-07-31,COUNTY VEHICLE LICENSE,134.06,Transportation & Vehicle,Registration/licensing
2024-02-20,ST JUDE DONATION,299.25,Gifts & Charity,Charitable donations
2024-01-11,CHASE CARD PAYMENT,504.24,Debts & Loans,Credit card balances
2025-08-14,AIRBNB PAYMENT,492.25,Travel & Vacations,Lodging
2025-03-29,WESTERN UNION TRANSFER,236.72,Family & Dependent Support,Routine family financial assistance.
2025-07-22,COSTCO WHOLESALE #282,36.78,Household,Cleaning supplies
2025-10-15,SOCALGAS PAYMENT,115.61,Utilities & Communication,Gas
2025-12-31,GUARDIAN DISABILITY INS,126.27,Insurance (Non-housing/Non-auto),Disability insurance
2025-12-15,ST MARY'S PARISH TITHE,210.69,Gifts & Charity,Tithing
2024-01-27,STATE FARM AUTO,159.37,Transportation & Vehicle,Auto insurance
2025-10-06,COMFORT KEEPERS,1243.69,Family & Dependent Support,Elder care support
2025-10-04,AETNA SUPPLEMENTAL,277.63,Healthcare,Private supplemental health insurance
2024-07-13,TACO BELL #9564,19.42,Food & Dining,Fast food
2024-04-14,WELLS FARGO HOME MTG,1557.14,Housing & Real Estate,Mortgage
2024-04-16,ALLSTATE HOME INS,331.57,Housing & Real Estate,Homeowner's Insurance
2024-03-01,BASKIN ROBBINS #5362,7.14,Food & Dining,Snacks & Desserts
2025-12-31,APPLE.COM/BILL,24.77,Entertainment & Leisure,Apps/services
2024-09-30,STUBHUB TICKETS,104.57,Entertainment & Leisure,Event tickets
2024-06-04,BRIGHT HORIZONS DAYCARE,486.68,Family & Dependent Support,Childcare
2025-02-25,LOCAL DAYCARE CENTER,542.33,Family & Dependent Support,Childcare
2024-04-14,MASSMUTUAL LIFE,153.12,Insurance (Non-housing/Non-auto),Term or whole life insurance
2025-03-21,TARGET #8910,51.09,Household,Cleaning supplies
2024-04-16,IHERB.COM,35.45,Personal Care & Apparel,Supplements/vitamins
2025-03-13,LOCAL PET GROOMER,91.01,Pets,Grooming
2024-12-27,TARGET #4620,79.07,Household,Misc
2025-09-30,FOOT LOCKER #4290,144.54,Personal Care & Apparel,Shoes
2025-09-30,MUTUAL OF OMAHA LTC,283.27,Insurance (Non-housing/Non-auto),Long-term care insurance policies
2025-01-16,WASTE MANAGEMENT INC,41.59,Utilities & Communication,Trash
2025-02-02,AMAZON.COM OFFICE,17.29,Household,Office Expenses
2025-06-07,PETCO GROOMING SALON,76.58,Pets,Grooming
2025-12-11,SOUTHWEST AIRLINES,875.62,Travel & Vacations,Flights
2024-08-24,AMAZON.COM GIFT,33.73,Gifts & Charity,Holiday/birthday gifts
2025-08-08,TRAVELEX INSURANCE,113.51,Travel & Vacations,Travel insurance
2024-01-13,SALLIE MAE PAYMENT,535.14,Debts & Loans,Student loans
2024-05-19,BRIGHT HORIZONS DAYCARE,699.48,Family & Dependent Support,Childcare
2025-01-07,RED CROSS DONATION,313.67,Gifts & Charity,Charitable donations
2025-07-28,IHERB.COM,38.49,Personal Care & Apparel,Supplements/vitamins
2025-12-29,PETCO GROOMING SALON,71.89,Pets,Grooming
2025-03-02,UBER EATS,45.32,Food & Dining,Meal delivery services
2025-11-05,SALLIE MAE PAYMENT,469.48,Debts & Loans,Student loans
2025-12-31,ALLIANZ TRAVEL INS,67.9,Travel & Vacations,Travel insurance
2025-12-07,PETCO GROOMING SALON,93.52,Pets,Grooming
2025-02-14,GUARDIAN DISABILITY INS,89.26,Insurance (Non-housing/Non-auto),Disability insurance
2024-11-25,UNITED WAY DONATION,210.8,Gifts & Charity,Charitable donations
2024-10-16,QUEST DIAGNOSTICS,495.92,Healthcare,Out-of-pocket medical costs
2025-01-09,CHICK-FIL-A #2294,22.65,Food & Dining,Fast food
2025-11-18,COSTCO WHOLESALE #9105,11.8,Household,Cleaning supplies
2024-12-04,HOME DEPOT APPLIANCES,491.59,Household,Appliances
2025-08-04,7-ELEVEN #5623,16.23,Food & Dining,Snacks & Desserts
2025-11-30,VITAMIN SHOPPE #7453,20.65,Personal Care & Apparel,Supplements/vitamins
2025-05-30,OLD NAVY #2212,36.06,Personal Care & Apparel,Clothing
2025-11-02,ST MARY'S PARISH TITHE,150.92,Gifts & Charity,Tithing
2024-06-10,PLANET FITNESS #7629,22.61,Entertainment & Leisure,Gym/club memberships
2025-07-31,DUNKIN' #5631,10.58,Food & Dining,Coffee shops
2025-12-06,CHICK-FIL-A #4973,14.07,Food & Dining,Fast food
2024-04-13,NIKE STORE #1329,137.15,Personal Care & Apparel,Shoes
2024-09-06,IHERB.COM,65.12,Personal Care & Apparel,Supplements/vitamins
2024-08-06,GNC #3553,50.22,Personal Care & Apparel,Supplements/vitamins
2024-10-10,WORLD NOMADS INSURANCE,105.07,Travel & Vacations,Travel insurance
2025-01-28,UPSTART LOAN PYMT,174.86,Debts & Loans,Personal installment loans
2024-09-22,WORLD NOMADS INSURANCE,149.68,Travel & Vacations,Travel insurance
2025-05-02,HOME DEPOT APPLIANCES,263.71,Household,Appliances
2024-06-13,TARGET #1027,24.39,Personal Care & Apparel,Cosmetics/personal hygiene products
2025-09-05,OFFICE DEPOT #3290,14.71,Household,Office Expenses
2024-04-06,ZELLE TRANSFER TO FAMILY,395.63,Family & Dependent Support,Routine family financial assistance.
2024-02-19,ULTA BEAUTY #171,51.49,Personal Care & Apparel,Cosmetics/personal hygiene products
2025-12-26,CAPITAL ONE PAYMENT,975.22,Debts & Loans,Credit card balances
2024-08-25,CHEWY.COM,35.4,Pets,Pet food & supplies
2024-05-27,CAPITAL ONE PAYMENT,763.48,Debts & Loans,Credit card balances
2024-07-08,CAPITAL ONE PAYMENT,1214.64,Debts & Loans,Credit card balances
2024-10-02,LOCAL DAYCARE CENTER,930.07,Family & Dependent Support,Childcare
2025-07-31,REI CO-OP #6144,116.32,Entertainment & Leisure,Recreational equipment
2025-12-02,FIRESTONE COMPLETE AUTO,602.96,Transportation & Vehicle,Vehicle maintenance & repairs
2024-02-21,CHIPOTLE #9657,12.06,Food & Dining,Fast food
2024-03-02,LOCAL COMMUNITY COLLEGE,98.06,Entertainment & Leisure,Classes
2024-08-01,GUARDIAN DISABILITY INS,28.59,Insurance (Non-housing/Non-auto),Disability insurance
2025-06-06,MONTESSORI ACADEMY,1760.43,Family & Dependent Support,Child education/tuition
2025-10-27,SAFEWAY #1723,187.03,Food & Dining,Groceries
2024-10-31,DOORDASH*ORDER,57.37,Food & Dining,Meal delivery services
2024-11-19,OLIVE GARDEN #3368,126.29,Food & Dining,Dining out
2025-09-18,PETSMART #2255,30.32,Pets,Pet food & supplies
2024-10-14,APPLE.COM/BILL,22.71,Entertainment & Leisure,Apps/services
2025-04-26,OLD NAVY #7698,189.5,Personal Care & Apparel,Clothing
2025-05-31,AMAZON.COM GIFT,116.74,Gifts & Charity,Holiday/birthday gifts
2024-01-13,NATIONWIDE PET INS,53.27,Pets,Pet insurance
2024-02-05,CARNIVAL CRUISE LINE,605.28,Travel & Vacations,Cruises
2024-12-07,SPECTRUM CABLE TV,79.61,Utilities & Communication,Cable/streaming services
2024-08-31,REI CO-OP #3461,274.31,Entertainment & Leisure,Recreational equipment
2024-06-15,WHOLE FOODS MKT #9885,92.23,Food & Dining,Groceries
2024-10-09,NORWEGIAN CRUISE LINE,1247.93,Travel & Vacations,Cruises
2025-10-02,WESTERN UNION TRANSFER,513.98,Family & Dependent Support,Routine family financial assistance.
2025-11-08,STATE DMV FEE,60.86,Transportation & Vehicle,Registration/licensing
2025-07-05,UNITEDHEALTH MEDIGAP,284.77,Healthcare,Private supplemental health insurance
2025-06-08,TARGET #6860,55.09,Household,Cleaning supplies
2024-01-22,T-MOBILE PAYMENT,49.4,Utilities & Communication,Cell phone
2024-02-20,ST MARY'S PARISH TITHE,237.15,Gifts & Charity,Tithing
2024-11-05,PRUDENTIAL LIFE INS,212.48,Insurance (Non-housing/Non-auto),Term or whole life insurance
2024-03-11,STATE FARM INSURANCE,309.86,Housing & Real Estate,Homeowner's Insurance
2025-10-27,NEW YORK TIMES SUB,40.98,Entertainment & Leisure,Books/Periodicals
2025-05-26,KROGER #1129,37.73,Food & Dining,Groceries
2024-11-10,OLD NAVY #3759,167.56,Personal Care & Apparel,Clothing
2024-03-02,COUNTY VEHICLE LICENSE,56.58,Transportation & Vehicle,Registration/licensing
2025-05-10,PROGRESSIVE INSURANCE,161.59,Transportation & Vehicle,Auto insurance
2025-04-02,MONTESSORI ACADEMY,3918.77,Family & Dependent Support,Child education/tuition
2025-06-15,TARGET #1376,189.75,Gifts & Charity,Holiday/birthday gifts
2024-02-10,BEST BUY #2307,1170.22,Household,Appliances
2024-03-28,METRO TRANSIT FARE,29.8,Transportation & Vehicle,Public transit/ride-sharing
2025-02-14,COMFORT KEEPERS,976.19,Family & Dependent Support,Elder care support
2025-01-23,HEALTHY PAWS INSURANCE,33.43,Pets,Pet insurance
2024-04-28,NEW YORK TIMES SUB,43.05,Entertainment & Leisure,Books/Periodicals
2025-04-26,CMS MEDICARE PART B,193.59,Healthcare,"Medicare premiums (Parts B, C, D)"
2025-07-04,CITY WATER UTILITY,55.83,Utilities & Communication,Water/sewer
2025-05-26,FIRESTONE COMPLETE AUTO,756.69,Transportation & Vehicle,Vehicle maintenance & repairs
2024-05-19,METRO TRANSIT FARE,43.92,Transportation & Vehicle,Public transit/ride-sharing
2024-10-13,AQUA WATER SEWER,74.89,Utilities & Communication,Water/sewer
2025-03-13,EXXONMOBIL #2969,65.69,Transportation & Vehicle,Gas/fuel
2024-03-27,NAVIENT LOAN PYMT,271.42,Debts & Loans,Student loans
2024-08-11,WORLD NOMADS INSURANCE,82.37,Travel & Vacations,Travel insurance
2025-06-19,BARNES & NOBLE #8233,57.56,Entertainment & Leisure,Books/Periodicals
2024-04-11,LOCAL VETERINARY CLINIC,684.56,Pets,Vet care
2025-04-23,CHIPOTLE #8263,24.92,Food & Dining,Fast food
2024-06-19,HOME DEPOT APPLIANCES,349.67,,
2024-11-28,GUARDIAN DISABILITY INS,122.54,Insurance (Non-housing/Non-auto),Disability insurance
2025-07-18,DUNKIN' #6144,7.21,Food & Dining,Coffee shops
2025-07-28,COMMUNITY CHURCH GIVING,237.11,Gifts & Charity,Tithing
2025-10-10,LA FITNESS MEMBERSHIP,92.32,Entertainment & Leisure,Gym/club memberships
2025-11-21,ASSISTED LIVING FACILITY,120.2,Family & Dependent Support,Elder care support
2025-05-13,MUTUAL OF OMAHA LTC,63.77,Insurance (Non-housing/Non-auto),Long-term care insurance policies
2025-04-27,STATE DMV FEE,222.5,Transportation & Vehicle,Registration/licensing
